"country","year","energy_supply","protein_supply","fat_supply","carbohydrate_supply","dietary_fibre_supply","calcium_supply","iron_supply","zinc_supply","magnesium_supply","phosphorus_supply","potassium_supply","thiamin_supply","riboflavin_supply","vitamin_c_supply","vitamin_a_supply_retinol_equivalents","vitamin_a_supply_retinol_activity_equivalents","copper_supply","docosahexaenoic_acid_supply","vitamin_b6_supply","eicosapentaenoic_acid_supply","selenium_supply","vitamin_b12_supply","total_saturated_fatty_acids_supply","total_monounsaturated_fatty_acids_supply","total_polyunsaturated_fatty_acids_supply"
"Lebanon",2020,2890,79.1,94.7,410.9,34.6,684,15,10.68,393,1343,3304,1.43,1.22,174,633,431,0.01,0.04,0.02,0.02,3,0.32,0.11,0.16,0.14
"Lebanon",2021,2907,82.3,92.5,415.3,36,664,15.7,11.56,414,1401,3400,1.53,1.28,176,655,447,0.01,0.04,0.02,0.02,3,0.31,0.1,0.14,0.13
"Lebanon",2022,2926,81.8,95.5,414.8,35.1,685,15.4,11.64,412,1401,3365,1.51,1.26,182,713,486,0.01,0.04,0.02,0.02,3,0.31,0.1,0.14,0.13
"Lesotho",2017,2163,59.9,44.3,357.3,31.5,673,16.8,9.08,422,1316,2680,1.47,1.25,96,546,403,0,0.02,0.01,0.01,2,0.17,0.06,0.09,0.08
"Lesotho",2018,2182,57,47.2,355.8,28.8,514,13.4,8.64,391,1194,2472,1.34,1.13,87,748,606,0,0.01,0.01,0.01,1,0.13,0.04,0.07,0.05
"Lesotho",2019,1984,51.5,40.2,332.5,27.1,490,12.5,7.88,361,1101,2307,1.26,1.11,90,901,779,0,0.02,0.01,0.01,1,0.14,0.05,0.07,0.06
"Lesotho",2020,1800,50.7,35.3,300.7,24.7,502,12.6,7.76,332,1051,2178,1.18,1.14,85,1076,952,0,0.02,0.01,0.01,1,0.16,0.06,0.08,0.07
"Lesotho",2021,1800,48.9,35.8,300.3,25.7,485,11.9,7.41,341,1039,2260,1.18,1.03,84,692,572,0,0.02,0.01,0.01,1,0.13,0.04,0.07,0.06
"Lesotho",2022,1806,47.8,36.6,298.8,24.9,497,11.7,7.26,332,1026,2279,1.15,1.05,86,691,571,0,0.02,0.01,0.01,1,0.13,0.04,0.07,0.06
"Liberia",2017,2177,45.4,54.8,357.9,23.7,268,9.6,9.33,320,901,2040,1.3,0.58,104,569,375,0.01,0.03,0.02,0.02,2,0.32,0.08,0.12,0.08
"Liberia",2018,2142,43.8,52,357.1,23.8,275,9.7,9.38,320,889,2048,1.28,0.58,108,539,342,0.01,0.04,0.02,0.02,3,0.35,0.09,0.15,0.1
"Liberia",2019,2130,44.2,46,366.5,23.7,264,9.8,9.45,323,904,2019,1.31,0.58,101,583,405,0.01,0.03,0.01,0.02,2,0.3,0.08,0.13,0.08
"Liberia",2020,2110,45.8,36.7,380.8,24.5,279,10,9.83,329,939,2091,1.36,0.61,108,607,424,0.01,0.04,0.02,0.02,3,0.36,0.1,0.16,0.11
"Liberia",2021,2101,46.3,39.5,372.1,23.7,281,10.1,9.8,326,946,2068,1.35,0.65,106,619,439,0.01,0.04,0.02,0.03,3,0.38,0.11,0.17,0.11
"Liberia",2022,2104,46,42.6,366.2,23.4,271,10,9.68,321,931,2040,1.33,0.63,104,602,421,0.01,0.04,0.02,0.03,3,0.38,0.11,0.17,0.11
"Libya",2017,3128,88.8,110.4,425.9,37,770,18.1,11.51,449,1550,3495,1.66,1.69,119,993,659,0.04,0.2,0.12,0.13,17,1.65,0.57,0.83,0.86
"Libya",2018,3145,96.1,103.8,437.3,37.9,802,18.6,12.31,469,1648,3551,1.76,1.63,130,896,600,0.03,0.18,0.1,0.11,15,1.44,0.49,0.71,0.73
"Libya",2019,3181,89.6,111.7,435.5,37.3,817,18.3,11.61,447,1552,3606,1.59,1.71,143,1017,670,0.04,0.19,0.11,0.12,15,1.57,0.53,0.76,0.79
"Libya",2020,3132,92.7,108,428.8,36.3,815,18.3,11.91,443,1598,3508,1.67,1.71,130,1396,1064,0.03,0.15,0.09,0.09,13,1.27,0.43,0.61,0.63
"Libya",2021,3183,100.5,109,429.9,39.7,918,20.2,13.08,482,1746,3838,1.76,1.91,136,1672,1302,0.03,0.12,0.07,0.07,10,0.99,0.32,0.46,0.47
"Libya",2022,3180,95.7,110.8,430.1,39.2,852,20.1,12.53,471,1654,3737,1.7,1.89,134,1672,1299,0.03,0.12,0.07,0.07,10,0.99,0.32,0.46,0.47
"Lithuania",2017,3323,123.4,103,419.8,34.4,1050,17.4,14.22,471,2021,4156,2.29,2.05,118,1128,835,0.06,0.27,0.15,0.15,21,2.88,0.69,0.93,0.7
"Lithuania",2018,3278,119.6,103.6,413.9,33.4,995,17.2,13.88,455,1921,4061,2.24,1.99,130,1272,927,0.06,0.24,0.12,0.14,18,2.61,0.62,0.9,0.64
"Lithuania",2019,3295,124.4,116.6,389,29.8,1231,15.3,14.72,425,2028,3706,2.1,2.01,119,1208,930,0.06,0.25,0.13,0.15,19,2.7,0.64,0.89,0.66
"Lithuania",2020,3334,125.8,120.2,390.4,29.7,1319,15.2,15.03,429,2087,3739,2.11,2.08,117,1151,906,0.06,0.25,0.13,0.15,19,2.7,0.64,0.89,0.66
"Lithuania",2021,3374,127.1,124.6,384.1,29.1,1320,15.3,15.11,437,2103,3774,2.13,2.14,124,1248,961,0.06,0.25,0.13,0.15,19,2.7,0.64,0.89,0.66
"Lithuania",2022,3405,127.8,125.3,388,30.3,1353,15.7,15.31,449,2150,3901,2.17,2.21,130,1264,974,0.06,0.25,0.13,0.15,19,2.7,0.64,0.89,0.66
"Luxembourg",2017,3379,111.9,133.3,358.7,27.9,1277,17.5,14.75,444,1969,3913,1.73,2.49,158,1386,1053,0.1,0.15,0.1,0.09,16,1.75,0.42,0.64,0.5
"Luxembourg",2018,3407,111.9,134.7,360.2,28,1277,17.9,14.71,471,1960,3849,1.78,2.44,146,1364,1049,0.1,0.16,0.1,0.09,16,1.84,0.43,0.66,0.53
"Luxembourg",2019,3513,113.9,143.3,363.5,28.6,1396,18.6,15.08,464,2136,3905,1.95,2.63,141,1448,1135,0.11,0.15,0.1,0.09,16,1.83,0.42,0.64,0.52
"Luxembourg",2020,3477,116.8,131.7,379.3,28.8,1493,19.1,15.37,486,2212,3957,2,2.66,140,1302,992,0.1,0.15,0.1,0.09,16,1.8,0.42,0.64,0.53
"Luxembourg",2021,3470,117.4,131.7,373.6,27.8,1568,18.8,15.45,489,2265,4052,1.98,2.74,137,1263,964,0.1,0.15,0.09,0.09,16,1.76,0.41,0.62,0.51
"Luxembourg",2022,3484,118,135.2,373.3,27.7,1514,18.9,15.55,484,2242,3975,1.96,2.7,134,1312,1011,0.1,0.15,0.09,0.09,16,1.76,0.41,0.62,0.51
"Madagascar",2017,2028,42.5,23.7,396.9,25.9,308,10.7,8.95,422,1114,2100,1.5,0.6,121,551,336,0.02,0.04,0.02,0.02,4,0.45,0.11,0.16,0.1
"Madagascar",2018,2021,42.2,23.8,395.3,25.9,307,10.7,8.94,428,1122,2094,1.52,0.6,119,547,331,0.02,0.03,0.02,0.02,3,0.37,0.07,0.11,0.07
"Madagascar",2019,1994,40,22.5,393.5,26,292,10.3,8.77,420,1084,2043,1.5,0.54,120,466,258,0.02,0.02,0.02,0.01,3,0.37,0.06,0.09,0.06
"Madagascar",2020,1982,39,25.1,386,25.1,281,10,8.44,409,1053,1981,1.45,0.52,113,463,255,0.01,0.02,0.02,0.01,2,0.3,0.06,0.09,0.06
"Madagascar",2021,1978,39.8,22.4,391.1,24.3,273,9.9,8.5,410,1071,1932,1.46,0.52,109,448,248,0.01,0.03,0.02,0.02,3,0.33,0.07,0.1,0.07
"Madagascar",2022,1980,39.9,22.6,391,24.3,269,9.9,8.54,412,1078,1926,1.47,0.51,106,441,243,0.01,0.03,0.02,0.02,3,0.33,0.07,0.1,0.07
"Malawi",2017,2606,64.5,43.2,459.6,54.2,440,17.6,10.94,530,1255,4176,1.95,0.95,300,1162,639,0.02,0.09,0.05,0.06,4,0.7,0.27,0.49,0.29
"Malawi",2018,2614,66.4,44.3,456.2,55.1,440,17.7,11.13,538,1279,4245,1.97,0.97,326,1191,658,0.02,0.09,0.05,0.06,4,0.73,0.27,0.49,0.29
"Malawi",2019,2596,65.7,43.8,454.4,55.3,426,17.7,11.37,538,1283,4091,2.04,0.95,293,1098,607,0.01,0.07,0.04,0.04,3,0.57,0.22,0.39,0.24
"Malawi",2020,2642,66.1,48.1,455.3,55.1,430,17.5,11.42,531,1278,4138,2.06,0.97,308,1139,628,0.01,0.07,0.04,0.04,4,0.57,0.22,0.39,0.23
"Malawi",2021,2663,66.8,44,469,55.4,437,17.9,11.46,540,1296,4186,2.05,0.98,308,1170,648,0.01,0.07,0.04,0.04,3,0.55,0.21,0.37,0.22
"Malawi",2022,2643,66,45.4,461.8,54.7,429,17.6,11.26,532,1279,4150,2.03,0.97,318,1183,656,0.01,0.07,0.04,0.04,3,0.55,0.21,0.37,0.22
"Malaysia",2017,2928,92.8,99.9,401.3,21.7,415,14.2,11.1,332,1348,2470,1.34,1.15,83,648,468,0.17,0.35,0.23,0.2,35,4.17,0.91,1.26,0.86
"Malaysia",2018,2940,92.2,98.3,408.4,22,429,14.3,11.13,336,1349,2488,1.35,1.15,80,646,461,0.17,0.34,0.23,0.2,35,4.13,0.89,1.22,0.83
"Malaysia",2019,2949,90.3,101.4,405.6,22.6,437,14.2,10.97,339,1325,2517,1.34,1.12,84,695,486,0.16,0.34,0.22,0.2,34,4.09,0.9,1.23,0.84
"Malaysia",2020,2999,91.9,105.2,407.9,23.1,453,15.2,11.22,344,1347,2555,1.35,1.16,86,727,505,0.16,0.34,0.22,0.2,34,4.09,0.9,1.23,0.84
"Malaysia",2021,2982,92,104.2,405.4,24,465,15.4,11.33,361,1370,2618,1.39,1.16,100,687,481,0.16,0.34,0.22,0.2,34,4.09,0.9,1.23,0.84
"Malaysia",2022,3007,95.9,102.1,411.6,25,477,15.7,11.84,372,1419,2712,1.45,1.2,104,702,490,0.16,0.34,0.22,0.2,34,4.09,0.9,1.23,0.84
"Maldives",2017,2614,101.6,64.8,389.7,27.3,1078,16.9,11.52,425,1909,3561,1.8,1.96,156,828,555,0.17,0.83,0.49,0.44,67,10.09,2.06,2.59,1.9
"Maldives",2018,2566,99.1,65.7,378.3,25.6,1043,16.3,11.15,399,1848,3408,1.73,1.91,150,810,553,0.17,0.81,0.48,0.43,66,9.85,2.02,2.55,1.87
"Maldives",2019,2576,95.4,70.7,371.7,28.4,913,16.8,11.26,416,1711,3464,1.56,1.78,150,907,596,0.16,0.71,0.42,0.38,58,8.61,1.76,2.23,1.64
"Maldives",2020,2548,94.2,68.8,372,26.3,883,15.2,11.06,420,1698,3249,1.53,1.69,147,677,464,0.16,0.71,0.42,0.38,58,8.61,1.76,2.23,1.64
"Maldives",2021,2618,98.4,73.8,372.8,27.1,903,16.3,11.56,418,1723,3437,1.53,1.74,144,931,626,0.16,0.71,0.42,0.38,58,8.61,1.76,2.23,1.64
"Maldives",2022,2659,102.7,72.9,378.3,29.5,879,17.5,12.17,438,1768,3573,1.6,1.77,172,1123,715,0.16,0.71,0.42,0.38,58,8.61,1.76,2.23,1.64
"Mali",2017,2761,78.2,54.3,461,48.7,556,19.9,14.2,662,1721,3403,2.18,1.11,194,997,639,0.01,0.05,0.03,0.03,3,0.42,0.15,0.26,0.16
"Mali",2018,2750,78,52.8,461.4,48.9,575,20.1,14.35,668,1731,3412,2.15,1.13,200,1030,657,0.01,0.05,0.03,0.03,3,0.37,0.14,0.25,0.15
"Mali",2019,2788,75,48.2,486,52.5,590,20.2,14.19,697,1763,3347,2.18,1.07,196,824,464,0.01,0.05,0.03,0.03,3,0.37,0.14,0.27,0.16
"Mali",2020,2812,78.2,48.5,482.2,55.6,646,21.1,14.36,741,1819,3723,2.33,1.13,216,906,510,0.01,0.06,0.04,0.04,4,0.48,0.16,0.29,0.18
"Mali",2021,2775,74.6,44.8,486.6,53.7,630,20.2,13.78,713,1749,3634,2.26,1.13,216,882,492,0.01,0.06,0.04,0.03,4,0.49,0.16,0.28,0.18
"Mali",2022,2793,74.4,48.6,482.4,53.7,619,20.3,13.8,725,1760,3601,2.28,1.11,196,826,463,0.01,0.06,0.04,0.03,4,0.49,0.16,0.28,0.18
"Malta",2017,3437,114.6,122.7,428.7,35.7,1227,20,14.36,506,1934,4433,1.8,2.35,172,1566,1032,0.11,0.23,0.14,0.13,22,2.51,0.63,0.91,0.8
"Malta",2018,3395,112.2,120.3,426.7,33.9,1233,19.5,14.05,484,1901,4147,1.76,2.34,163,1508,995,0.09,0.23,0.14,0.14,21,2.38,0.65,0.95,0.88
"Malta",2019,3325,101,118.3,426.5,29.3,955,15.8,12.74,418,1710,3481,1.57,1.95,125,1037,747,0.08,0.23,0.14,0.14,21,2.45,0.64,0.92,0.85
"Malta",2020,3300,104.6,118.3,421.2,28.6,994,15.6,13.25,413,1750,3470,1.57,2.03,113,947,701,0.07,0.2,0.12,0.12,18,2.1,0.54,0.76,0.71
"Malta",2021,3326,101,128.3,409.3,28.4,967,15.2,12.66,407,1707,3375,1.53,1.96,114,947,705,0.07,0.22,0.13,0.13,20,2.23,0.59,0.84,0.76
"Malta",2022,3297,100.4,120,417,28.3,931,15.4,12.57,401,1680,3315,1.5,1.94,113,909,670,0.07,0.22,0.13,0.13,20,2.23,0.59,0.84,0.76
"Marshall Islands",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall Islands",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall Islands",2019,2981,96.1,133.7,329.5,27.9,637,14.4,10.86,361,1650,2927,1.71,1.67,47,336,270,0.06,0.31,0.2,0.18,27,2.67,0.81,1.19,0.99
"Marshall Islands",2020,3082,108,143.5,320,29.8,732,15.8,12.05,398,1807,3424,1.88,1.9,60,429,345,0.06,0.31,0.2,0.18,27,2.67,0.81,1.19,0.99
"Marshall Islands",2021,3203,114.1,153.6,322,28.1,749,15.8,12.66,395,1861,3395,1.89,1.95,64,484,390,0.06,0.31,0.2,0.18,27,2.67,0.81,1.19,0.99
"Marshall Islands",2022,3264,113.3,158.2,327.4,28.5,753,15.8,12.44,402,1844,3469,1.84,1.91,69,483,378,0.06,0.31,0.2,0.18,27,2.67,0.81,1.19,0.99
"Mauritania",2017,2906,84.9,74.4,460.2,28.2,720,15,11.62,382,1457,2489,1.57,1.34,44,731,588,0.02,0.07,0.04,0.04,6,0.85,0.21,0.31,0.24
"Mauritania",2018,2941,86.8,72.7,469.9,29.5,755,15.6,11.85,396,1497,2641,1.62,1.41,59,799,622,0.02,0.07,0.04,0.04,5,0.65,0.19,0.28,0.21
"Mauritania",2019,2951,87.7,70.4,477.3,28.6,808,15.3,12.07,404,1537,2602,1.62,1.45,47,762,604,0.02,0.06,0.04,0.04,5,0.83,0.18,0.27,0.2
"Mauritania",2020,2963,86.2,70.1,481.5,30.3,747,16.1,11.91,400,1493,2634,1.6,1.37,48,776,605,0.02,0.06,0.04,0.04,5,0.83,0.18,0.27,0.2
"Mauritania",2021,2965,86.1,66.9,490.5,28.4,748,15,11.76,387,1503,2620,1.59,1.43,59,749,596,0.02,0.06,0.04,0.04,5,0.83,0.18,0.27,0.2
"Mauritania",2022,3002,87.1,64.9,501.9,30.6,696,15.5,12.01,406,1522,2641,1.62,1.35,58,716,574,0.02,0.06,0.04,0.04,5,0.83,0.18,0.27,0.2
"Mauritius",2017,2980,94.1,97.4,408.8,27.5,754,14.5,11.38,370,1550,2885,1.48,1.39,82,605,445,0.09,0.22,0.13,0.13,20,2.34,0.57,0.8,0.72
"Mauritius",2018,2988,95.3,96.1,412,27.6,715,14.8,11.49,370,1543,2885,1.5,1.39,81,607,460,0.09,0.21,0.13,0.12,20,2.3,0.54,0.75,0.65
"Mauritius",2019,3026,96.7,98.5,413.1,27.7,802,15.5,11.6,381,1623,3021,1.57,1.53,85,662,491,0.1,0.21,0.13,0.12,20,2.28,0.55,0.76,0.68
"Mauritius",2020,3065,95.9,103.5,413.6,27.6,822,15.6,11.59,384,1637,3045,1.58,1.59,86,655,492,0.1,0.21,0.13,0.12,20,2.28,0.55,0.76,0.68
"Mauritius",2021,3065,95.8,101.6,418.4,28.3,770,16.1,11.54,390,1605,3059,1.58,1.58,89,695,523,0.1,0.21,0.13,0.12,20,2.28,0.55,0.76,0.68
"Mauritius",2022,3111,99.9,106.8,414.5,28.9,790,16.2,11.97,395,1652,3133,1.61,1.58,94,720,536,0.1,0.21,0.13,0.12,20,2.28,0.55,0.76,0.68
"Mexico",2017,3224,95.8,97.6,457.8,37,633,16,12.7,471,1654,3320,1.82,1.59,180,814,640,0.06,0.09,0.06,0.05,9,1.17,0.26,0.36,0.29
"Mexico",2018,3232,97.4,99.8,452.6,37.3,640,16.1,12.81,474,1672,3382,1.84,1.63,189,829,649,0.06,0.11,0.07,0.06,10,1.33,0.3,0.4,0.31
"Mexico",2019,3269,98.2,101.4,456,37.1,636,16.1,12.9,477,1687,3338,1.85,1.65,184,841,673,0.06,0.09,0.06,0.06,9,1.12,0.26,0.36,0.3
"Mexico",2020,3272,98,103.2,453.2,37.2,646,16.3,12.9,478,1688,3348,1.86,1.65,172,838,676,0.06,0.09,0.06,0.06,9,1.12,0.26,0.36,0.3
"Mexico",2021,3293,99.3,106.5,448.2,36.5,654,16.2,12.97,475,1701,3317,1.85,1.67,161,825,676,0.06,0.09,0.06,0.06,9,1.12,0.26,0.36,0.3
"Mexico",2022,3327,101.1,110.1,447.4,37.1,683,16.4,13.18,481,1734,3408,1.89,1.72,178,842,685,0.06,0.09,0.06,0.06,9,1.12,0.26,0.36,0.3
"Micronesia (Federated States of)",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia (Federated States of)",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia (Federated States of)",2019,2761,77.4,113.2,339.4,28.1,635,13.8,10.59,343,1412,3080,1.57,1.31,131,825,489,0.06,0.39,0.25,0.23,34,3.51,1.03,1.52,1.25
"Micronesia (Federated States of)",2020,2751,76.6,111.9,340.1,27.2,569,13.2,10.45,328,1335,2990,1.46,1.22,129,808,480,0.06,0.39,0.25,0.23,34,3.51,1.03,1.52,1.25
"Micronesia (Federated States of)",2021,2765,77.1,121.4,321.5,27.9,532,13.3,10.52,327,1286,3086,1.38,1.24,127,813,491,0.06,0.39,0.25,0.23,34,3.51,1.03,1.52,1.25
"Micronesia (Federated States of)",2022,2757,74.5,120.2,325.8,28.4,523,13.3,10.22,332,1265,3073,1.37,1.19,125,791,474,0.06,0.39,0.25,0.23,34,3.51,1.03,1.52,1.25
"Mongolia",2017,2660,106.6,116.3,274.7,17.8,1044,18.7,15.5,340,1812,3152,1.42,2.41,75,2661,2449,0,0.01,0,0,0,0.05,0.02,0.02,0.03
"Mongolia",2018,2853,113.8,120.2,303.5,20.8,1055,20.8,16.53,377,1929,3412,1.6,2.56,86,3034,2777,0,0.01,0,0,1,0.06,0.02,0.03,0.03
"Mongolia",2019,2857,118.7,125.9,284.7,19.1,1030,21.6,17.59,375,1963,3500,1.59,2.59,85,3100,2845,0,0.01,0.01,0.01,1,0.09,0.03,0.05,0.05
"Mongolia",2020,2948,128.2,123.2,303.7,21.1,976,24.6,19.07,392,2064,3776,1.74,2.72,102,3863,3591,0,0.01,0.01,0.01,1,0.09,0.03,0.05,0.05
"Mongolia",2021,3038,125.8,125.9,318.2,22.1,1027,22.8,18.86,403,2087,3668,1.75,2.6,98,2881,2636,0,0.01,0.01,0.01,1,0.09,0.03,0.05,0.05
"Mongolia",2022,3088,135.4,132.4,306.6,20.4,1197,24.6,20.05,413,2251,4085,1.79,3.01,99,3603,3295,0,0.01,0.01,0.01,1,0.09,0.03,0.05,0.05
"Montenegro",2017,3451,121.5,130.3,405.2,30.8,1575,16.4,15.33,460,2204,4041,2.19,2.52,176,1264,1015,0.05,0.09,0.06,0.05,9,1.04,0.25,0.35,0.31
"Montenegro",2018,3460,122.6,131.9,403.3,31.1,1551,16.6,15.51,462,2201,4013,2.21,2.48,176,1258,1010,0.06,0.09,0.06,0.05,9,1.07,0.24,0.34,0.29
"Montenegro",2019,3463,122.7,132,404.8,31.3,1577,17,15.56,464,2246,3944,2.23,2.53,148,1338,1106,0.06,0.1,0.06,0.06,10,1.16,0.27,0.38,0.34
"Montenegro",2020,3471,122.2,131.4,410.2,30.5,1580,16.9,15.46,463,2244,3872,2.27,2.54,153,1220,1010,0.03,0.06,0.04,0.04,6,0.68,0.18,0.25,0.22
"Montenegro",2021,3547,125.5,134.8,416.9,31.2,1653,17.1,15.74,478,2315,4016,2.36,2.61,157,1236,1012,0.05,0.07,0.05,0.04,8,0.9,0.2,0.28,0.24
"Montenegro",2022,3574,128.6,137.8,412,31.3,1696,17.5,16.08,483,2380,4118,2.4,2.71,165,1298,1058,0.05,0.07,0.05,0.04,8,0.9,0.2,0.28,0.24
"Morocco",2017,3360,101.5,69.7,554.4,52.1,533,19.8,13.42,514,1644,3506,1.97,1.25,127,847,587,0.03,0.17,0.1,0.09,14,1.93,0.41,0.53,0.37
"Morocco",2018,3412,103.8,73.5,555.3,54.5,569,20.5,13.86,528,1705,3593,2.01,1.3,125,870,610,0.04,0.16,0.1,0.09,14,1.92,0.41,0.52,0.37
"Morocco",2019,3385,102,77.2,543.9,50.6,536,19.7,13.3,507,1626,3514,1.96,1.26,132,842,591,0.03,0.16,0.1,0.08,13,1.9,0.4,0.5,0.36
"Morocco",2020,3346,98.9,75,542.5,49.9,530,19.5,13.16,503,1602,3330,1.92,1.22,103,776,554,0.03,0.13,0.08,0.07,11,1.58,0.33,0.42,0.3
"Morocco",2021,3369,100.7,76.6,542,51.6,550,19.9,13.47,517,1639,3429,1.95,1.27,117,773,551,0.03,0.14,0.09,0.07,12,1.67,0.35,0.44,0.32
"Morocco",2022,3328,98,75.5,537.2,50.8,531,19.7,13.07,508,1591,3372,1.92,1.22,125,748,527,0.03,0.14,0.09,0.07,12,1.67,0.35,0.44,0.32
"Mozambique",2017,1923,42.4,39.9,329.2,30.6,262,10.3,8.55,311,784,2250,1.21,0.52,138,424,242,0.02,0.08,0.06,0.05,7,0.83,0.23,0.35,0.21
"Mozambique",2018,2055,42,38.7,363.8,35.1,287,11,9.86,330,807,2575,1.31,0.53,179,478,270,0.02,0.09,0.06,0.05,8,0.89,0.24,0.37,0.22
"Mozambique",2019,2083,43.6,38.4,368.6,36.2,283,11.4,9.79,343,838,2633,1.32,0.53,172,473,265,0.03,0.1,0.07,0.06,8,0.97,0.26,0.4,0.24
"Mozambique",2020,2143,46.1,40,378.1,36.9,277,11.9,10.05,356,877,2643,1.39,0.54,163,463,258,0.02,0.1,0.07,0.06,9,1,0.26,0.39,0.24
"Mozambique",2021,2169,45,40.4,384.8,36.4,275,11.5,10.03,341,878,2598,1.38,0.54,173,497,274,0.02,0.09,0.06,0.05,8,0.95,0.25,0.37,0.23
"Mozambique",2022,2156,44,41.4,380,35.8,273,11.2,9.88,332,864,2601,1.36,0.55,174,506,278,0.02,0.09,0.06,0.05,8,0.95,0.25,0.37,0.23
"Myanmar",2017,2776,98.8,75,409.8,31.3,735,18.4,13.58,464,1528,3365,1.81,1.24,174,1266,806,0.06,0.4,0.23,0.24,26,3.02,1.16,2.03,1.29
"Myanmar",2018,2767,97.8,77.4,403.3,31,746,18.5,13.63,460,1516,3369,1.82,1.26,176,1289,826,0.06,0.37,0.22,0.22,22,2.77,1.07,1.89,1.18
"Myanmar",2019,2761,96.2,82.3,392.1,31.5,736,18.4,13.61,460,1507,3309,1.83,1.24,163,1241,801,0.05,0.34,0.2,0.2,19,2.47,0.97,1.75,1.09
"Myanmar",2020,2825,80.7,57.4,479.3,32.3,644,16.9,12.38,453,1359,3008,1.65,0.95,164,1024,598,0.05,0.34,0.2,0.2,19,2.47,0.97,1.75,1.09
"Myanmar",2021,2817,80.3,56.3,479.9,31.6,631,16.8,12.4,451,1340,2940,1.62,0.92,161,1021,595,0.05,0.34,0.2,0.2,19,2.47,0.97,1.75,1.09
"Myanmar",2022,2809,79.1,55.9,481.5,30,618,16.3,12.18,444,1326,2843,1.58,0.91,160,1042,605,0.05,0.34,0.2,0.2,19,2.47,0.97,1.75,1.09
"Namibia",2017,2507,69.6,64.5,367.7,35.8,580,17,10.25,436,1378,3447,1.55,1.29,145,515,417,0.04,0.09,0.06,0.05,9,1.18,0.23,0.3,0.22
"Namibia",2018,2523,70.1,63,372.1,36.6,563,17.3,10.55,446,1391,3389,1.56,1.3,132,546,445,0.03,0.09,0.06,0.05,8,1.09,0.23,0.29,0.21
"Namibia",2019,2575,67.2,63.7,385.1,36.7,587,17.1,9.97,438,1367,3362,1.57,1.3,143,490,389,0.03,0.09,0.05,0.05,8,0.99,0.24,0.32,0.25
"Namibia",2020,2574,70.9,66.1,377.7,36.7,579,17.6,10.79,448,1418,3413,1.6,1.31,126,499,407,0.03,0.09,0.05,0.05,8,0.99,0.24,0.32,0.25
"Namibia",2021,2585,69.8,66.9,380.5,36.5,603,17.9,10.59,438,1405,3424,1.62,1.36,123,628,524,0.03,0.09,0.05,0.05,8,0.99,0.24,0.32,0.25
"Namibia",2022,2587,68.1,66.6,387.3,36.1,567,17.5,10.4,435,1373,3304,1.59,1.28,126,522,434,0.03,0.09,0.05,0.05,8,0.99,0.24,0.32,0.25
"Nauru",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nauru",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nauru",2019,2943,107.7,124.5,329.2,27.6,843,15.6,13.25,355,1815,3309,2.02,1.96,116,807,701,0.02,0.16,0.12,0.1,15,1.61,0.41,0.62,0.38
"Nauru",2020,2981,108.5,121,344.6,27.7,898,15.3,13.07,359,1838,3310,2.05,2.05,117,568,445,0.02,0.17,0.12,0.1,16,1.7,0.43,0.64,0.39
"Nauru",2021,2997,116.2,128,323.2,28.8,907,15.9,14.11,382,1950,3511,2.19,2.17,120,603,471,0.02,0.18,0.13,0.1,16,1.78,0.45,0.65,0.41
"Nauru",2022,2994,105.8,125.3,339.1,31.7,901,16.9,13.24,417,1920,3520,2.1,2.04,119,620,493,0.02,0.18,0.13,0.1,16,1.78,0.45,0.65,0.41
"Nepal",2017,2825,76.9,63,462.7,45.5,863,23.9,12.7,569,1468,4251,1.8,1.39,328,1756,1008,0.01,0.02,0.01,0.01,1,0.23,0.07,0.11,0.07
"Nepal",2018,2807,77.8,60.8,462.5,44.8,884,24.2,12.76,570,1482,4244,1.81,1.41,243,1793,1031,0.01,0.03,0.02,0.02,2,0.25,0.08,0.12,0.07
"Nepal",2019,2841,80.4,61.4,465.8,45.9,926,25,13.14,587,1523,4419,1.84,1.47,256,1883,1079,0.01,0.03,0.02,0.02,2,0.27,0.09,0.13,0.08
"Nepal",2020,2900,83.6,61.9,473,47.6,929,25.6,13.39,600,1566,4545,1.91,1.49,252,1872,1065,0.01,0.03,0.02,0.02,2,0.27,0.09,0.13,0.08
"Nepal",2021,2937,82.8,63.9,477.9,47.7,939,25.4,13.34,603,1568,4555,1.9,1.51,254,1893,1075,0.01,0.03,0.02,0.02,2,0.27,0.09,0.13,0.08
